Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,source,library
prerank,antigen processing and presentation of exogenous peptide antigen (GO:0002478),0.16005652174768054,1.0753847949003974,0.0,0.750255220471001,1.0,98/99,81.77%,LAG3;AP1S1;IFI30;FCGR2B;DYNLL1;CAPZB;DCTN3;ARF1;RAB7A;HLA-DRA;HLA-DMA;FCER1G;CTSD;AP2A1;HLA-DQB1;AP2M1;CLTA;CTSE;AP1M2;AP2S1;HLA-DPA1;HLA-DRB4;CTSL;DNM2;CD74;HLA-A;HLA-DQB2;RILP;HLA-DQA2;HLA-DRB1;ACTR1A;HLA-DRB5;KLC2;HLA-DPB1;DYNC1I2;HLA-DRB3;HLA-DMB;DCTN6;KIF22;AP1S2;CTSV;CAPZA1;HLA-DOA;HLA-DQA1;SEC13;HLA-DOB;SEC24C;DCTN1;HLA-F;KLC1;AP1B1;AP1M1;CTSF;AP2B1;DYNLL2;KIFAP3;KIF2C;KIF11;DYNC1I1;KIF4A;ACTR10;DYNC1LI1;DCTN2;HLA-E;CLEC4A;ACTR1B;KIF3A;CENPE;LGMN;KIF18A;KIF5A;KIF26A;MFSD6;CTSS;CANX;DYNC1H1;DYNC1LI2;AP1S3;KIF15;AP2A2;SAR1B;SPTBN2;DCTN4;CAPZA2;KIF3B;SEC31A;SEC24A;SEC24D;KIF3C;SEC23A;SEC24B;KIF2A;AP1G1;OSBPL1A;CLTC;DCTN5;KIF23;PIKFYVE,GOBP,GO_Biological_Process_2021
prerank,regulation of monocyte chemotactic protein-1 production (GO:0071637),0.3265563411558423,1.0696067560651856,0.42857142857142855,0.751791212595298,1.0,3/10,7.46%,TWIST1;LGALS9;GSTP1,GOBP,GO_Biological_Process_2021
prerank,regulation of histamine secretion by mast cell (GO:1903593),0.39345793330663664,1.06388552863579,0.391304347826087,0.7543820711994851,1.0,3/6,14.56%,VAMP2;VAMP8;VAMP7,GOBP,GO_Biological_Process_2021
prerank,positive regulation of innate immune response (GO:0045089),0.21661235571658244,1.0629503362272794,0.4,0.7546546641331395,1.0,6/32,5.54%,CCL5;AKIRIN2;SPI1;SH2D1B;ZBP1;TRIM62,GOBP,GO_Biological_Process_2021
prerank,lymphocyte proliferation (GO:0046651),-0.4782418361354233,-1.474795940038468,0.010101010101010102,0.7565866860743118,1.0,18/28,37.89%,CR2;MS4A1;CD40LG;CD40;IFNE;BCL2;CD79A;MEF2C;CTPS1;RASGRP1;LMBR1L;HSPD1;IFNK;HELLS;PPP3CB;IFNA5;PTPRC;PIK3CG,GOBP,GO_Biological_Process_2021
prerank,Supression of HMGB1 mediated inflammation by THBD WP4479,0.31951566071538895,0.9849838424527098,0.3888888888888889,0.7588310634171024,1.0,9/9,68.07%,IKBKG;RELA;HMGB1;AGER;NFKBIA;THBD;CHUK;IKBKB;NFKB1,WikiPath,WikiPathway_2021_Human
prerank,innate immune response (GO:0045087),0.13399407124197424,1.0,1.0,0.7618064565795512,1.0,46/243,11.14%,STYK1;IFITM2;TRIM51;KIR2DS2;TRIM61;CFD;S100A7;IKBKG;ATAD3A;IFITM1;APOL1;IFITM3;CLEC4E;KLRD1;S100A12;CYBA;TYROBP;APOBEC3G;F12;PI3;MSRB1;TRIM64B;CD300E;NCF1;TRIM62;RNASE6;MYD88;CX3CR1;RELB;TNK2;RNF187;FCER1G;BST2;RELA;KIR2DS4;CXCL16;ANG;IRF7;FGR;PTX3;APOBEC3A;PGLYRP4;TRIM11;ISG15;TRIM21;RNASE2,GOBP,GO_Biological_Process_2021
prerank,neutrophil activation involved in immune response (GO:0002283),0.15657268625138426,1.0,1.0,0.7618064565795512,1.0,114/461,14.73%,CD63;FTH1;BRI3;ATP6V0C;FRMPD3;CSTB;TUBB4B;CFD;S100A7;RAB5C;TRAPPC1;RAC1;SERPINA1;ANXA2;CYB5R3;STXBP2;S100A11;GPR84;ARL8A;LILRB2;CDA;MMP9;SYNGR1;DYNLL1;PLAUR;LPCAT1;VAMP2;HLA-B;CTSA;PRKCD;S100A12;FABP5;CYBA;PPIA;ACAA1;TYROBP;S100P;ORM1;ITGB2;SRP14;RHOG;GAA;TNFRSF1B;CST3;FOLR3;TCN1;GMFG;RAB7A;LILRB3;CNN2;TCIRG1;VAMP8;HLA-C;RHOA;C5AR1;RAP1B;PYCARD;HP;GSTP1;RAB3A;FCER1G;GUSB;SERPINB6;CTSD;BST2;MCEMP1;HSPA6;RAB37;TNFAIP6;GYG1;PGAM1;CTSZ;ALDOA;FGR;PTX3;TOM1;CD53;OSCAR;AGPAT2;DGAT1;RAB27A;LAMP1;ARSA;RNASE2;DYNLT1;MMP25;COMMD3;OSTF1;MAN2B1;SIGLEC5;CD68;CHI3L1;KCNAB2;PTPRN2;PTPN6;LGALS3;PDAP1;SURF4;GRN;FCGR2A;STOM;TIMP2;ITGAL;DDOST;CD300A;CANT1;RAB24;VAMP7;QSOX1;CSNK2B;ENPP4;ALDH3B1;HSPA1B;CTSB,GOBP,GO_Biological_Process_2021
prerank,interleukin-1-mediated signaling pathway (GO:0070498),0.12809944104403645,1.0,1.0,0.7618064565795512,1.0,87/93,71.60%,PSMB8;IKBKG;IL1RN;PSMA7;MYD88;UBB;MAPK3;IL1R2;RELA;RBX1;PSMC5;PSMC1;PSMB9;IL1A;PSMA4;PSMB3;PSMD4;PSME1;UBA52;PSME2;PSMD9;PSMB2;TNIP2;RPS6KA4;SQSTM1;PSMB10;PSMF1;TOLLIP;PSMB1;PSMD8;PSMB6;PSMC3;PSMB4;PSMC4;UBC;PSMA6;EGR1;PSMD10;PSMD3;PSME3;NFKBIA;RIPK2;MAP3K3;PSMD13;SKP1;ST18;PSMD11;PSMD2;PSMD7;IL1B;PSMC6;PSMB7;PSMD5;IRAK3;NOD1;IRAK1;IL1RAP;UBE2N;PSMA5;IL1R1;TAB2;PSMA2;TAB3;PSMC2;NOD2;CHUK;IRAK2;PSMD1;CUL1;UBE2V1;TAB1;PSMB5;PSMA1;PELI3;PSMD12;PSMA3;PELI2;MAP3K8;PELI1;PSMD6;IRAK4;IKBKB;PSME4;PSMD14;NFKB1;MAP3K7;PLCB1,GOBP,GO_Biological_Process_2021
prerank,regulation of immune response (GO:0050776),0.23338879840933519,1.0,1.0,0.7618064565795512,1.0,42/168,10.27%,KIR3DL2;KLRF1;LAG3;KIR2DL3;SLAMF7;CD247;VCAM1;KIR2DS2;KIR2DL2;MADCAM1;FCGR1A;LILRB1;FCGR2B;COL1A1;ICAM5;LILRB2;CD160;IFITM1;KLRD1;LAIR2;HLA-B;CD81;PDCD1;TYROBP;COL1A2;SH2D1B;ITGB2;CD300E;NCR1;HLA-DRA;KIR3DL1;HLA-C;PILRA;FCRLB;FCGR3A;CLEC4G;FKBP1A;IRF7;NPDC1;ULBP1;FGR;OSCAR,GOBP,GO_Biological_Process_2021
prerank,response to interleukin-1 (GO:0070555),0.23048282383312815,1.0,1.0,0.7618064565795512,1.0,21/74,12.63%,CCL3;CCL5;XCL1;CCL4;XCL2;SFRP1;NLRP7;CCL24;MYLK3;LGALS9;GBP1;MYD88;PYCARD;RELA;CCL22;PTGIS;ZC3H12A;UPF1;MAPK11;CHI3L1;CCL18,GOBP,GO_Biological_Process_2021
prerank,cellular response to interleukin-1 (GO:0071347),0.1978007430674311,1.0,1.0,0.7618064565795512,1.0,41/143,14.79%,CCL3;CCL5;XCL1;CCL4;PSMB8;IKBKG;XCL2;SFRP1;IL1RN;NLRP7;CCL24;MYLK3;GBP1;PSMA7;MYD88;UBB;MAPK3;PYCARD;IL1R2;RELA;RBX1;PSMC5;PSMC1;CCL22;PSMB9;PTGIS;IL1A;ZC3H12A;PSMA4;UPF1;MAPK11;PSMB3;CCL18;PSMD4;PSME1;UBA52;PSME2;PSMD9;PSMB2;CCL25;CCL1,GOBP,GO_Biological_Process_2021
prerank,neutrophil degranulation (GO:0043312),0.15994440880415303,1.0,1.0,0.7618064565795512,1.0,114/457,14.73%,CD63;FTH1;BRI3;ATP6V0C;FRMPD3;CSTB;TUBB4B;CFD;S100A7;RAB5C;TRAPPC1;RAC1;SERPINA1;ANXA2;CYB5R3;STXBP2;S100A11;GPR84;ARL8A;LILRB2;CDA;MMP9;SYNGR1;DYNLL1;PLAUR;LPCAT1;VAMP2;HLA-B;CTSA;PRKCD;S100A12;FABP5;CYBA;PPIA;ACAA1;TYROBP;S100P;ORM1;ITGB2;SRP14;RHOG;GAA;TNFRSF1B;CST3;FOLR3;TCN1;GMFG;RAB7A;LILRB3;CNN2;TCIRG1;VAMP8;HLA-C;RHOA;C5AR1;RAP1B;PYCARD;HP;GSTP1;RAB3A;FCER1G;GUSB;SERPINB6;CTSD;BST2;MCEMP1;HSPA6;RAB37;TNFAIP6;GYG1;PGAM1;CTSZ;ALDOA;FGR;PTX3;TOM1;CD53;OSCAR;AGPAT2;DGAT1;RAB27A;LAMP1;ARSA;RNASE2;DYNLT1;MMP25;COMMD3;OSTF1;MAN2B1;SIGLEC5;CD68;CHI3L1;KCNAB2;PTPRN2;PTPN6;LGALS3;PDAP1;SURF4;GRN;FCGR2A;STOM;TIMP2;ITGAL;DDOST;CD300A;CANT1;RAB24;VAMP7;QSOX1;CSNK2B;ENPP4;ALDH3B1;HSPA1B;CTSB,GOBP,GO_Biological_Process_2021
prerank,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)",0.27804889502815733,1.0,1.0,0.7618064565795512,1.0,23/71,14.61%,PSMB8;FCGR1A;CALR;IKBKG;HLA-B;CYBA;NCF1;PDIA3;TAP1;PSMA7;VAMP8;HLA-C;CD207;PSMC5;PSMC1;PSMB9;PSMA4;PSMB3;PSMD4;PSME1;PSME2;PSMD9;PSMB2,GOBP,GO_Biological_Process_2021
prerank,neutrophil mediated immunity (GO:0002446),0.15464403578213773,1.0,1.0,0.7618064565795512,1.0,114/464,14.73%,CD63;FTH1;BRI3;ATP6V0C;FRMPD3;CSTB;TUBB4B;CFD;S100A7;RAB5C;TRAPPC1;RAC1;SERPINA1;ANXA2;CYB5R3;STXBP2;S100A11;GPR84;ARL8A;LILRB2;CDA;MMP9;SYNGR1;DYNLL1;PLAUR;LPCAT1;VAMP2;HLA-B;CTSA;PRKCD;S100A12;FABP5;CYBA;PPIA;ACAA1;TYROBP;S100P;ORM1;ITGB2;SRP14;RHOG;GAA;TNFRSF1B;CST3;FOLR3;TCN1;GMFG;RAB7A;LILRB3;CNN2;TCIRG1;VAMP8;HLA-C;RHOA;C5AR1;RAP1B;PYCARD;HP;GSTP1;RAB3A;FCER1G;GUSB;SERPINB6;CTSD;BST2;MCEMP1;HSPA6;RAB37;TNFAIP6;GYG1;PGAM1;CTSZ;ALDOA;FGR;PTX3;TOM1;CD53;OSCAR;AGPAT2;DGAT1;RAB27A;LAMP1;ARSA;RNASE2;DYNLT1;MMP25;COMMD3;OSTF1;MAN2B1;SIGLEC5;CD68;CHI3L1;KCNAB2;PTPRN2;PTPN6;LGALS3;PDAP1;SURF4;GRN;FCGR2A;STOM;TIMP2;ITGAL;DDOST;CD300A;CANT1;RAB24;VAMP7;QSOX1;CSNK2B;ENPP4;ALDH3B1;HSPA1B;CTSB,GOBP,GO_Biological_Process_2021
prerank,innate immune response activating cell surface receptor signaling pathway (GO:0002220),0.16308154366734404,1.0,1.0,0.7618064565795512,1.0,20/110,9.67%,MUC1;KIR2DS2;PSMB8;IKBKG;CLEC4E;KLRD1;PRKCD;TYROBP;MUC12;PRKACA;MUC17;PSMA7;RELB;FCER1G;HRAS;RELA;PSMC5;PSMC1;MUC3A;PSMB9,GOBP,GO_Biological_Process_2021
prerank,antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),0.2782582376309713,1.0,1.0,0.7618064565795512,1.0,25/76,14.61%,PSMB8;FCGR1A;CALR;IFI30;IKBKG;HLA-B;CYBA;NCF1;PDIA3;TAP1;PSMA7;VAMP8;HLA-C;FCER1G;CD207;PSMC5;PSMC1;PSMB9;PSMA4;PSMB3;PSMD4;PSME1;PSME2;PSMD9;PSMB2,GOBP,GO_Biological_Process_2021
prerank,Immune response to tuberculosis WP4197,0.24745812749507357,0.9521090902980814,0.25,0.7628771963330786,1.0,4/23,5.97%,PSMB8;IFITM1;SOCS1;TAP1,WikiPath,WikiPathway_2021_Human
prerank,regulation of leukocyte tethering or rolling (GO:1903236),0.31461576476402275,0.9984294866416039,0.4090909090909091,0.7629474654523338,1.0,8/8,68.55%,CCL25;SELE;FUT7;ST3GAL4;CCL21;SELP;FUT4;CCL28,GOBP,GO_Biological_Process_2021
prerank,positive regulation of interleukin-1 production (GO:0032732),0.1625091905813953,1.0507759809046227,0.0,0.7647759026186512,1.0,8/55,7.30%,CCL3;IFNG;TYROBP;CASP1;ORM1;LGALS9;MYD88;PYCARD,GOBP,GO_Biological_Process_2021
prerank,cellular response to interleukin-17 (GO:0097398),-0.6673679998633752,-1.4327568458376283,0.0759493670886076,0.7653129635100808,1.0,2/6,2.04%,TRAF3IP2;IL17RE,GOBP,GO_Biological_Process_2021
prerank,interleukin-17-mediated signaling pathway (GO:0097400),-0.6673679998633752,-1.4327568458376283,0.0759493670886076,0.7653129635100808,1.0,2/6,2.04%,TRAF3IP2;IL17RE,GOBP,GO_Biological_Process_2021
prerank,negative regulation of interleukin-10 production (GO:0032693),-0.5202342545849233,-1.427747859677526,0.08791208791208792,0.7715001179592511,1.0,4/16,2.75%,DLL1;IL23R;TRIB2;IL23A,GOBP,GO_Biological_Process_2021
prerank,cellular response to interleukin-4 (GO:0071353),-0.5911304425846287,-1.4440691473858813,0.06172839506172839,0.7731585386409123,1.0,2/10,0.32%,LEF1;TCF7,GOBP,GO_Biological_Process_2021
prerank,dendritic cell differentiation (GO:0097028),-0.49229503847881056,-1.4798380867844587,0.031914893617021274,0.7754061070644036,1.0,5/23,5.93%,CCR7;CAMK4;BLK;IRF8;TGFBR2,GOBP,GO_Biological_Process_2021
prerank,positive regulation of dendritic cell antigen processing and presentation (GO:0002606),-0.6827973950788662,-1.4341717949855008,0.0379746835443038,0.7756175518185792,1.0,1/6,0.08%,CCR7,GOBP,GO_Biological_Process_2021
prerank,positive regulation of antigen processing and presentation (GO:0002579),-0.6827973950788662,-1.4341717949855008,0.0379746835443038,0.7756175518185792,1.0,1/6,0.08%,CCR7,GOBP,GO_Biological_Process_2021
prerank,negative regulation of lymphocyte migration (GO:2000402),-0.5568744172835401,-1.4446845344424262,0.08235294117647059,0.7764105472200339,1.0,5/10,16.51%,CD200;ADTRP;CD200R1;GCSAM;WASL,GOBP,GO_Biological_Process_2021
prerank,antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886),0.15901629648065782,1.0391731667628328,0.5,0.7802347251678656,1.0,93/94,81.77%,LAG3;AP1S1;IFI30;FCGR2B;DYNLL1;CAPZB;DCTN3;ARF1;RAB7A;HLA-DRA;HLA-DMA;FCER1G;CTSD;AP2A1;HLA-DQB1;AP2M1;CLTA;CTSE;AP1M2;AP2S1;HLA-DPA1;HLA-DRB4;CTSL;DNM2;CD74;HLA-DQB2;RILP;HLA-DQA2;HLA-DRB1;ACTR1A;HLA-DRB5;KLC2;HLA-DPB1;DYNC1I2;HLA-DRB3;HLA-DMB;DCTN6;KIF22;AP1S2;CTSV;CAPZA1;HLA-DOA;HLA-DQA1;SEC13;HLA-DOB;SEC24C;DCTN1;KLC1;AP1B1;AP1M1;CTSF;AP2B1;DYNLL2;KIFAP3;KIF2C;KIF11;DYNC1I1;KIF4A;ACTR10;DYNC1LI1;DCTN2;ACTR1B;KIF3A;CENPE;LGMN;KIF18A;KIF5A;KIF26A;CTSS;CANX;DYNC1H1;DYNC1LI2;AP1S3;KIF15;AP2A2;SAR1B;SPTBN2;DCTN4;CAPZA2;KIF3B;SEC31A;SEC24A;SEC24D;KIF3C;SEC23A;SEC24B;KIF2A;AP1G1;OSBPL1A;CLTC;DCTN5;KIF23;PIKFYVE,GOBP,GO_Biological_Process_2021
prerank,antigen processing and presentation of peptide antigen via MHC class II (GO:0002495),0.15901629648065782,1.0391731667628328,0.5,0.7802347251678656,1.0,93/94,81.77%,LAG3;AP1S1;IFI30;FCGR2B;DYNLL1;CAPZB;DCTN3;ARF1;RAB7A;HLA-DRA;HLA-DMA;FCER1G;CTSD;AP2A1;HLA-DQB1;AP2M1;CLTA;CTSE;AP1M2;AP2S1;HLA-DPA1;HLA-DRB4;CTSL;DNM2;CD74;HLA-DQB2;RILP;HLA-DQA2;HLA-DRB1;ACTR1A;HLA-DRB5;KLC2;HLA-DPB1;DYNC1I2;HLA-DRB3;HLA-DMB;DCTN6;KIF22;AP1S2;CTSV;CAPZA1;HLA-DOA;HLA-DQA1;SEC13;HLA-DOB;SEC24C;DCTN1;KLC1;AP1B1;AP1M1;CTSF;AP2B1;DYNLL2;KIFAP3;KIF2C;KIF11;DYNC1I1;KIF4A;ACTR10;DYNC1LI1;DCTN2;ACTR1B;KIF3A;CENPE;LGMN;KIF18A;KIF5A;KIF26A;CTSS;CANX;DYNC1H1;DYNC1LI2;AP1S3;KIF15;AP2A2;SAR1B;SPTBN2;DCTN4;CAPZA2;KIF3B;SEC31A;SEC24A;SEC24D;KIF3C;SEC23A;SEC24B;KIF2A;AP1G1;OSBPL1A;CLTC;DCTN5;KIF23;PIKFYVE,GOBP,GO_Biological_Process_2021
prerank,positive regulation of lymphocyte migration (GO:2000403),0.31885625650535704,1.0414645446113064,0.4375,0.7802427968592861,1.0,4/13,8.26%,CCL5;RHOA;PYCARD;TNFRSF14,GOBP,GO_Biological_Process_2021
prerank,positive regulation of type 2 immune response (GO:0002830),0.2520566743466175,0.9783778457932752,0.45454545454545453,0.7803625772979644,1.0,2/14,3.61%,XCL1;CD81,GOBP,GO_Biological_Process_2021
prerank,Cross-presentation Of Soluble Exogenous Antigens (Endosomes) R-HSA-1236978,0.20509915163923814,1.1348588997145612,0.0,0.7803847394585414,1.0,14/46,14.61%,PSMB8;FCGR1A;PSMA7;CD207;PSMC5;PSMC1;PSMB9;PSMA4;PSMB3;PSMD4;PSME1;PSME2;PSMD9;PSMB2,Reactome,Reactome_2022
prerank,response to interleukin-4 (GO:0070670),-0.5829506857358436,-1.4134785703679176,0.07317073170731707,0.7808433844307974,1.0,2/10,0.32%,LEF1;TCF7,GOBP,GO_Biological_Process_2021
prerank,negative regulation of response to cytokine stimulus (GO:0060761),0.33440415147958247,1.0398455520937715,0.375,0.782320255116212,1.0,9/9,66.58%,MAPK7;KLF4;SIGIRR;APOA1;PALM3;IRAK3;MAP2K5;PTPRC;SH2B3,GOBP,GO_Biological_Process_2021
prerank,negative regulation of interleukin-8 production (GO:0032717),0.2715659676762633,0.9759386369890967,0.5,0.7833499769699596,1.0,17/18,57.96%,BCL3;KLF4;IL10;ANXA1;TMSB4X;ANXA4;ELANE;CD33;PTPN22;OTUD7B;BPI;TLR9;ARRB1;TLR6;CACTIN;MAP2K5;SSC5D,GOBP,GO_Biological_Process_2021
prerank,lymphocyte apoptotic process (GO:0070227),0.42403542712437875,1.0224969069333452,0.3333333333333333,0.790140153327524,1.0,2/6,4.82%,FASLG;BAX,GOBP,GO_Biological_Process_2021
prerank,innate immune response in mucosa (GO:0002227),0.3011244285184729,0.9667215467222339,0.4666666666666667,0.7929262825040887,1.0,10/10,69.91%,RNASE2;DEFB1;RNASE3;RPL39;CAMP;DEFA4;PLA2G1B;NOS2;IL4;LTF,GOBP,GO_Biological_Process_2021
prerank,negative regulation of immune effector process (GO:0002698),0.26690944715751197,0.9614931219871463,0.8,0.7977181001396634,1.0,7/15,14.24%,LILRB1;HAVCR2;SLAMF8;LGALS3;GRN;CD300A;IFNL1,GOBP,GO_Biological_Process_2021
prerank,positive regulation of leukocyte migration (GO:0002687),0.2302773350345061,1.0141765598809633,0.4444444444444444,0.8015917972800335,1.0,10/24,16.97%,XCL1;MADCAM1;MIA3;TNFRSF18;CSF1;LGALS3;ADAM8;AIF1;MDK;PLVAP,GOBP,GO_Biological_Process_2021
prerank,negative regulation of leukocyte degranulation (GO:0043301),0.3673809124327003,1.013533962601409,0.45454545454545453,0.8020478647291117,1.0,3/9,5.51%,FCGR2B;SPI1;LGALS9,GOBP,GO_Biological_Process_2021
prerank,negative regulation of leukocyte activation (GO:0002695),0.2760210518642126,1.0146220996748985,0.45454545454545453,0.8044488353617052,1.0,8/14,16.30%,FCGR2B;HAVCR2;ZC3H12A;MILR1;GRN;NR1H3;CD300A;GPER1,GOBP,GO_Biological_Process_2021
prerank,dendritic spine morphogenesis (GO:0060997),-0.5478147673623281,-1.396299844154178,0.0851063829787234,0.8084703709909133,1.0,5/16,16.51%,SHANK1;WNT7A;DOCK10;CTNND2;WASL,GOBP,GO_Biological_Process_2021
prerank,regulation of neutrophil migration (GO:1902622),0.29864815195538225,0.9453133480294676,0.5,0.8118668792300607,1.0,4/10,6.06%,RAC1;RHOG;RAC2;SLAMF8,GOBP,GO_Biological_Process_2021
prerank,regulation of neutrophil chemotaxis (GO:0090022),-0.46688436226033747,-1.3930436420136294,0.053763440860215055,0.8126276939786651,1.0,5/24,3.61%,CCR7;DPP4;THBS4;DNM1L;JAM3,GOBP,GO_Biological_Process_2021
prerank,negative regulation of adaptive immune response (GO:0002820),0.43104193687851267,1.004021970277356,0.5161290322580645,0.8163894543546164,1.0,5/5,56.91%,CD160;TNFRSF14;SAMSN1;TRIM27;ALOX15,GOBP,GO_Biological_Process_2021
prerank,negative regulation of lymphocyte apoptotic process (GO:0070229),0.2794777235869973,0.9408259576836366,0.4166666666666667,0.8190366627837657,1.0,1/10,0.45%,CCL5,GOBP,GO_Biological_Process_2021
prerank,Interleukin-18 Signaling R-HSA-9012546,0.4402371980974735,1.114014954423239,0.2857142857142857,0.8250727014123551,1.0,7/7,56.00%,IL18;IL18RAP;ALOX5;IL18R1;IL18BP;IL13;IL4,Reactome,Reactome_2022
prerank,positive regulation of cytokine-mediated signaling pathway (GO:0001961),0.1570066635540445,0.9327331774246267,1.0,0.8259581953809267,1.0,9/33,12.91%,CASP1;ZBP1;C1QTNF4;LAPTM5;GFI1;AGPAT2;CSF1;AGPAT1;PARP9,GOBP,GO_Biological_Process_2021
prerank,positive regulation of natural killer cell mediated immunity (GO:0002717),0.2606300064842949,0.9214930341947519,0.5555555555555556,0.8313969281500653,1.0,5/18,11.01%,CD160;KLRD1;SH2D1B;LAMP1;CADM1,GOBP,GO_Biological_Process_2021
prerank,regulation of antigen receptor-mediated signaling pathway (GO:0050854),-0.5385064198411562,-1.3826102315234257,0.09876543209876543,0.8328717192645322,1.0,4/13,9.91%,PAX5;CD19;BLK;GCSAM,GOBP,GO_Biological_Process_2021
prerank,positive regulation of leukocyte tethering or rolling (GO:1903238),0.3606324501266136,0.8900344925544226,0.53125,0.8497478165026718,1.0,5/5,63.95%,SELE;FUT7;ST3GAL4;SELP;FUT4,GOBP,GO_Biological_Process_2021
prerank,regulation of interleukin-8 production (GO:0032677),0.145622131511639,0.8913492027207902,0.6666666666666666,0.8499429073712511,1.0,12/73,8.84%,F2R;F3;BCL3;LGALS9;MYD88;PARK7;PYCARD;PRKD2;CD244;RELA;CD2;KLF4,GOBP,GO_Biological_Process_2021
prerank,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent (GO:0002480)",0.3624202797687787,0.888191275255792,0.6428571428571429,0.8514387498856447,1.0,2/7,6.93%,HLA-B;HLA-C,GOBP,GO_Biological_Process_2021
prerank,negative regulation of dendritic spine development (GO:0061000),-0.6611276903015855,-1.3649219338509386,0.09090909090909091,0.8538344655367052,1.0,3/6,13.71%,EFNA1;PTPRS;GRIN3A,GOBP,GO_Biological_Process_2021
prerank,Interleukin-12 Signaling R-HSA-9020591,0.1799034523709112,1.0093949784189167,0.3333333333333333,0.8646312348402899,1.0,9/42,9.60%,ANXA2;IFNG;PPIA;IL12RB1;AURKAIP1;CNN2;RAP1B;P4HB;PITPNA,Reactome,Reactome_2022
prerank,Cross-presentation Of Particulate Exogenous Antigens (Phagosomes) R-HSA-1236973,0.27254638147774324,0.8417240297829277,0.8181818181818182,0.8708034751728075,1.0,2/8,5.53%,CYBA;NCF1,Reactome,Reactome_2022
prerank,negative regulation of leukocyte cell-cell adhesion (GO:1903038),0.23195216004739974,0.8656466622952729,0.7777777777777778,0.8828160822671316,1.0,4/16,7.05%,ASS1;MIA3;TIGIT;LAPTM5,GOBP,GO_Biological_Process_2021
prerank,positive regulation of myeloid cell apoptotic process (GO:0033034),0.33296568558114453,0.8646694026150958,0.5652173913043478,0.882977612045232,1.0,1/7,0.02%,CDKN2A,GOBP,GO_Biological_Process_2021
prerank,regulation of natural killer cell proliferation (GO:0032817),-0.6194391114513533,-1.34599707998275,0.13095238095238096,0.8873959930891164,1.0,2/7,2.75%,IL23R;IL23A,GOBP,GO_Biological_Process_2021
prerank,negative regulation of T-helper 17 type immune response (GO:2000317),0.2959069891298476,0.8486435148826,0.5416666666666666,0.8936359012345898,1.0,2/7,11.50%,TBX21;ZC3H12A,GOBP,GO_Biological_Process_2021
prerank,establishment of lymphocyte polarity (GO:0001767),-0.6197025358849575,-1.3388914526509017,0.06329113924050633,0.89529351962299,1.0,1/6,0.08%,CCR7,GOBP,GO_Biological_Process_2021
prerank,monocyte activation (GO:0042117),0.26176943037192646,0.8401545928951873,0.6428571428571429,0.9026583005934607,1.0,10/10,73.84%,MT1G;CSF1;SPACA3;AZU1;DYSF;HYAL2;ADAM9;FER1L5;ADAM10;FOXP1,GOBP,GO_Biological_Process_2021
prerank,ApoE and miR-146 in inflammation and atherosclerosis WP3926,0.2810261023626982,0.7948208912012588,0.6666666666666666,0.9026988636363636,1.0,4/8,17.18%,SPI1;RELA;APOE;NFKB2,WikiPath,WikiPathway_2021_Human
prerank,negative regulation of chemokine production (GO:0032682),0.19339118852260836,0.8367425855717476,0.8947368421052632,0.9032882269137732,1.0,4/17,9.01%,LGALS9;GSTP1;KLF4;SIGIRR,GOBP,GO_Biological_Process_2021
prerank,positive regulation of interleukin-8 production (GO:0032757),0.16508572095736623,0.8305000729488998,1.0,0.9088395541446285,1.0,10/55,8.74%,F2R;F3;LGALS9;MYD88;PARK7;PYCARD;PRKD2;CD244;RELA;CD2,GOBP,GO_Biological_Process_2021
prerank,leukocyte aggregation (GO:0070486),0.27853965900667166,0.8265274512814849,0.7272727272727273,0.9109537309411843,1.0,8/8,72.16%,RAC2;S100A8;BMP7;S100A9;SEMA4D;IL1B;CD44;JAM2,GOBP,GO_Biological_Process_2021
prerank,regulation of macrophage cytokine production (GO:0010935),0.24488330888775645,0.8260411459057244,0.6666666666666666,0.9110655927956114,1.0,4/12,11.78%,LILRB1;TGFB1;LAPTM5;CUEDC2,GOBP,GO_Biological_Process_2021
prerank,regulation of natural killer cell mediated immunity (GO:0002715),0.3587821268348489,0.8159136928585815,0.6470588235294118,0.9182182318049061,1.0,2/5,5.43%,SH2D1B;NCR1,GOBP,GO_Biological_Process_2021
prerank,mature conventional dendritic cell differentiation (GO:0097029),-0.6396410492658866,-1.2784009666103295,0.12162162162162163,0.9260275506943377,1.0,1/5,0.08%,CCR7,GOBP,GO_Biological_Process_2021
prerank,regulation of myeloid leukocyte differentiation (GO:0002761),-0.5986858494046173,-1.2799948404665369,0.136986301369863,0.9266086193169225,1.0,4/7,26.17%,CAMK4;UBASH3B;MTOR;FOXP1,GOBP,GO_Biological_Process_2021
prerank,mucosal immune response (GO:0002385),0.19667470177390445,0.8012403416897557,0.7777777777777778,0.9271310452052548,1.0,17/17,80.35%,RNASE2;DEFB1;RNASE3;RAB17;RPL39;CAMP;IFNL2;FFAR3;DEFA4;OTUD7B;FFAR2;PLA2G1B;PIGR;NOS2;IL4;LTF;IFNLR1,GOBP,GO_Biological_Process_2021
