Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,source,library
prerank,RUNX1 And FOXP3 Control Development Of Regulatory T Lymphocytes (Tregs) R-HSA-8877330,-0.25795047039793206,-0.61024845426688,0.9113924050632911,1.0,1.0,1/10,3.11%,CTLA4,Reactome,Reactome_2022
prerank,RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of Myeloid Cells R-HSA-8939246,-0.2926933275074176,-0.6337284185270916,0.9069767441860465,1.0,1.0,1/7,13.04%,RUNX2,Reactome,Reactome_2022
prerank,Interleukin Receptor SHC Signaling R-HSA-912526,-0.21475190144430578,-0.6510855824230604,0.9270833333333334,1.0,1.0,6/26,23.18%,PIK3CB;CSF2RB;PIK3CA;JAK1;IL2RA;SOS1,Reactome,Reactome_2022
prerank,IL-6-type Cytokine Receptor Ligand Interactions R-HSA-6788467,-0.2515889500619344,-0.6825868872525808,0.8863636363636364,1.0,1.0,4/16,30.62%,IL6ST;JAK1;CRLF1;IL31RA,Reactome,Reactome_2022
prerank,Interleukin-21 Signaling R-HSA-9020958,-0.29321170171706357,-0.6987122133029717,0.8117647058823529,1.0,1.0,7/9,53.85%,JAK1;STAT5B;STAT5A;JAK3;IL21R;STAT3;STAT4,Reactome,Reactome_2022
prerank,"Antigen Presentation: Folding, Assembly, Peptide Loading Of Class I MHC R-HSA-983170",-0.22973968309846732,-0.7055176419641452,0.8709677419354839,1.0,1.0,12/27,41.73%,SEC14L2;ATG14;SEC24B;PIK3C3;SEC23A;SEC24D;SEC24A;SEC31A;PIK3R4;SAR1B;CANX;BECN1,Reactome,Reactome_2022
prerank,Modulation By Mtb Of Host Immune System R-HSA-9637628,-0.32112664541065616,-0.7129130993462887,0.875,1.0,1.0,1/7,14.03%,RPS27A,Reactome,Reactome_2022
prerank,Interleukin-20 Family Signaling R-HSA-8854691,-0.2472354047457023,-0.7211001613916859,0.8617021276595744,1.0,1.0,16/24,59.05%,IL24;IL20;IFNLR1;JAK1;PTPN11;STAT5B;IL26;JAK2;STAT5A;JAK3;IL22;STAT3;STAT4;TYK2;IL19;IL20RB,Reactome,Reactome_2022
prerank,Interleukin-12 Family Signaling R-HSA-447115,-0.22917606142800068,-0.7435480188474223,0.8556701030927835,1.0,1.0,6/52,8.68%,IL6ST;IL23R;IL23A;MTAP;PDCD4;IL12RB2,Reactome,Reactome_2022
prerank,Chemokine Receptors Bind Chemokines R-HSA-380108,-0.22517634288670313,-0.7471645026867213,0.8888888888888888,1.0,1.0,3/51,0.63%,CCR7;CCR6;CXCR5,Reactome,Reactome_2022
prerank,ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821,-0.2276302305490681,-0.7786548152635311,0.94,1.0,1.0,43/95,41.94%,GNAI1;PRKCA;GPR150;VIPR1;PRKAR2B;C1QTNF1;ADORA2A;GNB5;HTR6;GNAZ;CYSLTR2;PRKACB;RXFP2;PTH2R;GNG10;CREB1;GPR176;ADCY7;GNG3;CPAMD8;HTR7;CALCRL;PRKAR1A;PRKACG;GPHA2;ADCY6;GHRH;GNG11;GNAI3;HRH2;PRKAR2A;GLP1R;GNG7;GNB4;IL6;ADCY5;CALCA;GPR20;GNG8;AVPR2;RLN3;MC2R;PTGER4,Reactome,Reactome_2022
prerank,Interleukin-17 Signaling R-HSA-448424,-0.24065113788002537,-0.8197860986366989,0.797979797979798,1.0,1.0,36/66,49.72%,KCNH8;IL17RE;RPS6KA2;BTRC;MAPK8;FBXW11;RPS27A;RPS6KA5;MEF2C;CREB1;RPS6KA3;MEF2A;MAPK9;TRAF6;MAP2K4;MAP3K7;MAP2K6;NFKB1;IKBKB;PPP2R1B;MAP3K8;MAPK14;TAB1;MAPK1;MAP2K1;UBE2V1;DUSP7;MAPK10;CUL1;IRAK2;IL17RB;CHUK;NOD2;TAB3;DUSP6;TAB2,Reactome,Reactome_2022
prerank,myeloid dendritic cell differentiation (GO:0043011),-0.48949843582030717,-1.193060921412985,0.2073170731707317,1.0,1.0,2/9,5.93%,CAMK4;TGFBR2,GOBP,GO_Biological_Process_2021
prerank,regulation of interleukin-5 production (GO:0032674),-0.4954771011044049,-1.1931576293193935,0.225,1.0,1.0,1/10,0.09%,LEF1,GOBP,GO_Biological_Process_2021
prerank,regulation of dendritic cell antigen processing and presentation (GO:0002604),-0.5112714697790631,-1.1935063538426658,0.225,1.0,1.0,1/9,0.08%,CCR7,GOBP,GO_Biological_Process_2021
prerank,Interactions between immune cells and microRNAs in tumor microenvironment WP4559,-0.28416363774131725,-0.8380614368755779,0.7659574468085106,1.0,1.0,12/28,33.65%,CTLA4;TGFBR2;TGFB3;IL4R;TLR7;TRAF6;TLR4;IL2RA;CD80;TLR8;NFKB1;IRAK4,WikiPath,WikiPathway_2021_Human
prerank,Acute myeloid leukemia,-0.26038146164941717,-0.8803446117808069,0.6938775510204082,1.0,1.0,27/66,43.78%,LEF1;TCF7;MYC;KIT;PIK3CB;PER2;PIK3CA;RPS6KB1;PPARD;SOS2;PIK3CD;SOS1;MTOR;NRAS;BRAF;NFKB1;MPO;IKBKB;ZBTB16;AKT3;STAT5B;CEBPE;STAT5A;KRAS;MAPK1;MAP2K1;PIK3R1,KEGG,KEGG_2021_Human
prerank,SARS coronavirus and innate immunity WP4912,-0.2907850968751892,-0.7868450517672373,0.7865168539325843,1.0,1.0,6/20,29.70%,TRAF3;IFNAR2;MAVS;JAK1;IKBKE;IFNAR1,WikiPath,WikiPathway_2021_Human
prerank,"Relationship between inflammation, COX-2 and EGFR WP4483",-0.26092987451995553,-0.7734366525571347,0.7717391304347826,1.0,1.0,12/24,43.32%,PIK3CB;PIK3CA;PIK3CD;ESR1;NRAS;SRC;BRAF;AKT3;PIK3CG;PTGER4;KRAS;MAPK1,WikiPath,WikiPathway_2021_Human
prerank,Interleukin-1 Induced Activation of NF-kappa-B WP3656,-0.3157700561633116,-0.771344781146282,0.8571428571428571,1.0,1.0,7/10,57.46%,AJUBA;TRAF6;NFKB1;TIFA;UBE2V1;UBE2N;IRAK1,WikiPath,WikiPathway_2021_Human
prerank,Neuroinflammation WP4919,-0.2733630476082946,-0.6780496466072217,0.8777777777777778,1.0,1.0,7/11,48.89%,MAPK8;TLR4;MTOR;ASCC1;MAPK14;CHUK;NOS2,WikiPath,WikiPathway_2021_Human
prerank,Structural Pathway of Interleukin 1 (IL-1) WP2637,-0.20437511939151795,-0.6730635859020774,0.9175257731958762,1.0,1.0,26/49,50.64%,MYC;MAP3K1;MAPK8;RPS6KA5;MAPK9;TRAF6;MAP3K14;MAP2K4;MAP3K7;ATF2;MAP2K6;NFKB1;IKBKB;IRAK4;MAP3K8;MAPK14;MBP;TAB1;MAPK1;MAP2K1;MAPK10;IRAK2;CHUK;TAB3;TAB2;IL1R1,WikiPath,WikiPathway_2021_Human
prerank,Chemokine signaling pathway WP3929,-0.1894592557715302,-0.6700823293795863,1.0,1.0,1.0,66/153,43.78%,CCR7;CCR6;CXCR5;GNAI1;SHC2;TIAM1;ADCY3;VAV2;PTK2;CXCR6;GNB5;PIK3CB;PRKACB;ITK;PIK3CA;CCR4;GNG10;WASL;TIAM2;SOS2;ADCY7;GNG3;PLCB4;DOCK2;PIK3CD;CCL20;SOS1;CCR9;NRAS;CCR3;GRK5;BRAF;CCR2;PLCB1;PRKACG;ADCY6;CXCL5;CCL28;NFKB1;GSK3B;CRKL;IKBKB;GNG11;GNAI3;AKT3;STAT5B;GNG7;PARD3;ROCK1;CCR1;GNB4;ROCK2;ADCY5;PIK3CG;PIK3R5;CCL27;GNG8;CXCR4;JAK2;ELMO1;JAK3;KRAS;MAPK1;VAV3;MAP2K1;PIK3R1,WikiPath,WikiPathway_2021_Human
prerank,Interleukin-11 Signaling Pathway WP2332,-0.20918887096908373,-0.6664098671029394,0.8877551020408163,1.0,1.0,17/42,43.78%,IL6ST;BCL2;RPS6;RUNX2;RPS6KB1;ITGA2;CREB1;JAK1;SRC;ATF1;PTPN11;IKBKB;PDPK1;JAK2;MAPK1;MAP2K1;PIK3R1,WikiPath,WikiPathway_2021_Human
prerank,Pathways of nucleic acid metabolism and innate immune sensing WP4705,-0.23032212370502025,-0.5984559386903641,0.9069767441860465,1.0,1.0,3/15,20.39%,SAMHD1;RNASEH2B;MAVS,WikiPath,WikiPathway_2021_Human
prerank,Intestinal immune network for IgA production,-0.2824931561346282,-0.9083529413574136,0.6595744680851063,1.0,1.0,11/46,24.27%,CD28;TNFRSF13C;ICOS;CD40LG;CD40;ICOSLG;TNFSF13;ITGA4;CCR9;MAP3K14;CD80,KEGG,KEGG_2021_Human
